dataset,datim_dataelements,datim_dataelement,dataelement,shortname,code,dataelementuid,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,dataelementdesc
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-20-24, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 20-24, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"20-24, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",HMzo64LcweA,HMzo64LcweA,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-20-24, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 20-24, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"20-24, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",bUHsLsQL80m,bUHsLsQL80m,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",zfwWsfantIG,zfwWsfantIG,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",q9RNbYbFLzq,q9RNbYbFLzq,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"20-24, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",ntc3I6eR3Rn,ntc3I6eR3Rn,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-20-24, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 20-24, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"20-24, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",ND2ANrlId51,ND2ANrlId51,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-20-24, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 20-24, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"20-24, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",ZUGJKpGoLTT,ZUGJKpGoLTT,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-20-24, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 20-24, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"20-24, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",RtD5GeaLlJe,RtD5GeaLlJe,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-25-29, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 25-29, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"25-29, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative",qgGxi9db8sQ,qgGxi9db8sQ,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-25-29, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 25-29, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"25-29, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",vW2cAkyRE1o,vW2cAkyRE1o,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-25-29, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 25-29, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"25-29, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",sngMFN7RcpA,sngMFN7RcpA,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-25-29, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 25-29, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"25-29, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",FjlWpZOiiVe,FjlWpZOiiVe,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-25-29, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 25-29, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"25-29, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",CZ415isN4uy,CZ415isN4uy,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-25-29, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 25-29, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"25-29, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Suspected",VMFXDuPUnle,VMFXDuPUnle,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-25-29, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 25-29, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"25-29, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Negative",GoVtskXsXKD,GoVtskXsXKD,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-25-29, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 25-29, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"25-29, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Positive",K7Ffr88hhS9,K7Ffr88hhS9,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-25-29, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 25-29, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"25-29, Female, Positive, Cervical Cancer Screened - Rescreened, Cervical Cancer - Suspected",k2enXrGa8VW,k2enXrGa8VW,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-30-34, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 30-34, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"30-34, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Negative",ZLqwxAM0rDn,ZLqwxAM0rDn,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-30-34, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 30-34, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"30-34, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Positive",O7xahbUykIN,O7xahbUykIN,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-30-34, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 30-34, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"30-34, Female, Positive, Cervical Cancer Screened - First Time, Cervical Cancer - Suspected",nFHijHYOiFf,nFHijHYOiFf,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-30-34, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 30-34, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"30-34, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Negative",qCdsItcY74z,qCdsItcY74z,Number of HIV-positive women on ART screened for cervical cancer
MER Results: Facility Based,"CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.","CXCA_SCRN (N, DSD, Age/Sex/HIVStatus/ScreenResult/ScreenVisitType): On ART screened for cervical cancer.-30-34, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive","CXCA_SCRN_N_Age_Sex_HIV_Scrn_Visit | 30-34, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive","CXCA_SCRN (N, DSD, Age/Sex/HIV/Scrn/Visit)",CXCA_SCRN_N_DSD_Age_Sex_HIV_Scrn_Visit,XboLlTkc4Av,"30-34, Female, Positive, Cervical Cancer Screened - Follow Up, Cervical Cancer - Positive",A5ZynNvhUDV,A5ZynNvhUDV,Number of HIV-positive women on ART screened for cervical cancer
