dataset,datim_dataelement,shortname,code,dataelement,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,Keycode,period,orgunitlevel2,orgunitlevel3,dhis_organisationunitid,dhis_organisationunitname,datim_organisationunitid,datim_organisationunitname,value
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200475,2023Q1,Tete,Mutarara,XV1d4AS1A7z,CS Inhangoma,DXrgpyCKD21,Inhangoma CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,201869,2023Q1,Tete,Mutarara,jrv5B2suUiV,HR Mutarara,zFzYdXMnPoP,Mutarara HR,1.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,340078,2023Q1,Tete,Moatize,GpVP3Er8tHH,CS 25 de Setembro,cGvhZR5kDxQ,25 de Setembro CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200471,2023Q1,Tete,Moatize,xIElA3ybQ9K,CS ZÃ³bue,dYIdx3HoWbL,Zobue CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200460,2023Q1,Tete,Moatize,K3zTWxyKzE5,CS Moatize,F42k81lXXMO,Moatize CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200472,2023Q1,Tete,Moatize,eeXvku5d78S,CS Caphirizange,dRcaKumSx2h,Caphirizange PS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,201698,2023Q1,Tete,Moatize,EqSs8Eh9tZl,CS CFM,pthlRKVLgNp,CFM CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200451,2023Q1,Tete,Moatize,eydYBmar8my,CS Ncondedzi,n5SZuEC3O1j,Ncondezi CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200147,2023Q1,Tete,Moatize,HMVJTsa8OXT,CS Cateme,qr4pPLTe6Ki,Cateme CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200484,2023Q1,Tete,Moatize,RHvxT0kh778,CS Mameme II,DsuExtGvONG,Mameme II CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200454,2023Q1,Tete,Angonia,MfZ1FGglCMh,CS Domue,CpZyeEzz39h,Dómue CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200490,2023Q1,Tete,Angonia,gkGCB2QSrvm,CS Lifidzi,MAtmMxsNpeZ,Lifidzi CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200933,2023Q1,Tete,Angonia,lO1ZOpovYiZ,HR Ulongue,sAnH4cWV41G,Ulongue HR,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200456,2023Q1,Tete,Angonia,sPZW2VMVI6B,CS Ulongue,gsIY3JD3iHh,Ulongue CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200447,2023Q1,Tete,Marara,hkIFBir1IrX,CS Cachembe,t0V5NCdjdPi,Cachembe CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200462,2023Q1,Tete,Marara,BxkIkDAITR2,CS Boroma,dSuHNzaRaSf,Boroma CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200497,2023Q1,Manica,Barue,fDqUIAimXAL,CS Chiuala,dl9g8UYxk20,Chuala CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200549,2023Q1,Manica,Barue,GsYcZ9h9BUK,CS Nhassacara,Z6ZZLw50mAM,Nhassacara CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200521,2023Q1,Manica,Barue,d3aFvsvQ7O2,CS Nhazonia,Nv5WX50ktwr,Nhazonia CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200936,2023Q1,Manica,Barue,omMGWeMjO27,HD Catandica,qiBueINJbti,Catandica HD,2.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200530,2023Q1,Manica,Barue,XOhxRL9w3Jt,CS Honde,wgqFTVU7Iky,Honde CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200548,2023Q1,Manica,Barue,rsZpZwTAPq1,CS Cruzamento de Macossa,DVF2BNdSzV9,Cruz de Macossa CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200524,2023Q1,Manica,Barue,xpFEJzy6IXt,CS Nhampassa,VSHfWQyhzUu,Nhampassa CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,201647,2023Q1,Tete,Cahora Bassa,IMtx8G5tq4u,HR Songo,o3nzTkLC1Pl,Songo HR,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200023,2023Q1,Tete,Cahora Bassa,e8wv3acHddB,CS Chitima,KCPICjUZcE4,Chitima CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200533,2023Q1,Manica,Guro,wdaQR3Yk6ji,CS Mandie,z8MwD6T43n2,Mandie CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200552,2023Q1,Manica,Guro,X8TLq4JNXju,CS Guro-Sede,VsFXXXagVmp,Guro - Sede CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200459,2023Q1,Tete,Macanga,RRFBArNZQqU,CS Furancungo,yVFdJkYsLK5,Furancungo CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200452,2023Q1,Tete,Chiuta,cngCCowWdet,CS Manje,hWWRAoV26mI,Manje CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200532,2023Q1,Manica,Vanduzi,goKXBs7N5B8,CS IAC,yIcfnuZhejK,IAC CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200523,2023Q1,Manica,Vanduzi,dVMKbEosMwp,CS Matsinho,eSZjKIwHPYi,Matsinho CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200564,2023Q1,Manica,Vanduzi,vtKfiT3Z1Co,CS Pungue Sul,IRD5QXalHtJ,Pungue Sul CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200565,2023Q1,Manica,Vanduzi,KImmzT8DzJ7,CS VandÃºzi,srTptJGYtcK,Vanduzi CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200542,2023Q1,Manica,Vanduzi,RZSIFguHtRn,CS Chigodore,admxsO3fTtq,Chigodole CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200503,2023Q1,Manica,Macate,JCaOI2EWde3,CS Zembe Centro,p9u7nMWHEgF,Zembe Centro CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200560,2023Q1,Manica,Macate,mNfnkeXdKxY,CS Macate,pEAFBcOJIVF,Macate CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200501,2023Q1,Manica,Macate,tkLybDtDdo0,CS Marera,t3snPDHuVBW,Marera CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,201028,2023Q1,Tete,Magoe,NE3tEHxUcic,CS Daque,lUDMkJxSxHL,Daque CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200483,2023Q1,Tete,Magoe,CAszGuhyUnC,CS Mucumbura,oJNbeCd6bvb,Mucumbura CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200469,2023Q1,Tete,Magoe,zo9yOvNADO0,CS Magoe,Uih0KGtvZeo,Magoe CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200535,2023Q1,Manica,Machaze,Sqry0ikIChZ,CS Bassane,aUMEQzUKI0K,Bassane CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200538,2023Q1,Manica,Machaze,MdN1RqeBzCP,CS Chipodji,dZrjKdqCi1w,Chipudji CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200536,2023Q1,Manica,Machaze,e3XMm8h8pJ3,CS Chitobe,FmAQ159jI3w,Chitobe CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200539,2023Q1,Manica,Machaze,oi1t1JPUViW,CS Mavende,z8UkGdr2xNs,Mavende CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200557,2023Q1,Manica,Machaze,HZVnPphSXDJ,CS Save,ZifoCg4OvIj,Save CS,0.0
MER Results: Facility Based,"TX_RTT (N, DSD, Age/Sex/HIVStatus): Restarted ARV","TX_RTT (N, DSD, Age/Sex/HIVStatus)",TX_RTT_N_DSD_Age_Sex_HIVStatus,"TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive",LF5i7HKmy1v,,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,200556,2023Q1,Manica,Machaze,MfZ8vUFX3fM,CS Mazwissanga,c6yCKEAemfr,Mazwissanga CS,0.0
