dataset,datim_dataelement,shortname,code,dataelement,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,Keycode,period,orgunitlevel2,orgunitlevel3,dhis_organisationunitid,dhis_organisationunitname,datim_organisationunitid,datim_organisationunitname,value
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200475,2023Q1,Tete,Mutarara,XV1d4AS1A7z,CS Inhangoma,DXrgpyCKD21,Inhangoma CS,19.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,201869,2023Q1,Tete,Mutarara,jrv5B2suUiV,HR Mutarara,zFzYdXMnPoP,Mutarara HR,57.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,340078,2023Q1,Tete,Moatize,GpVP3Er8tHH,CS 25 de Setembro,cGvhZR5kDxQ,25 de Setembro CS,18.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200471,2023Q1,Tete,Moatize,xIElA3ybQ9K,CS ZÃ³bue,dYIdx3HoWbL,Zobue CS,44.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200460,2023Q1,Tete,Moatize,K3zTWxyKzE5,CS Moatize,F42k81lXXMO,Moatize CS,107.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200472,2023Q1,Tete,Moatize,eeXvku5d78S,CS Caphirizange,dRcaKumSx2h,Caphirizange PS,14.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,201698,2023Q1,Tete,Moatize,EqSs8Eh9tZl,CS CFM,pthlRKVLgNp,CFM CS,23.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200451,2023Q1,Tete,Moatize,eydYBmar8my,CS Ncondedzi,n5SZuEC3O1j,Ncondezi CS,21.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200147,2023Q1,Tete,Moatize,HMVJTsa8OXT,CS Cateme,qr4pPLTe6Ki,Cateme CS,20.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200484,2023Q1,Tete,Moatize,RHvxT0kh778,CS Mameme II,DsuExtGvONG,Mameme II CS,16.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200454,2023Q1,Tete,Angonia,MfZ1FGglCMh,CS Domue,CpZyeEzz39h,Dómue CS,25.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200490,2023Q1,Tete,Angonia,gkGCB2QSrvm,CS Lifidzi,MAtmMxsNpeZ,Lifidzi CS,14.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200933,2023Q1,Tete,Angonia,lO1ZOpovYiZ,HR Ulongue,sAnH4cWV41G,Ulongue HR,20.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200456,2023Q1,Tete,Angonia,sPZW2VMVI6B,CS Ulongue,gsIY3JD3iHh,Ulongue CS,17.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200447,2023Q1,Tete,Marara,hkIFBir1IrX,CS Cachembe,t0V5NCdjdPi,Cachembe CS,22.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200462,2023Q1,Tete,Marara,BxkIkDAITR2,CS Boroma,dSuHNzaRaSf,Boroma CS,4.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200497,2023Q1,Manica,Barue,fDqUIAimXAL,CS Chiuala,dl9g8UYxk20,Chuala CS,11.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200549,2023Q1,Manica,Barue,GsYcZ9h9BUK,CS Nhassacara,Z6ZZLw50mAM,Nhassacara CS,25.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200521,2023Q1,Manica,Barue,d3aFvsvQ7O2,CS Nhazonia,Nv5WX50ktwr,Nhazonia CS,16.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200936,2023Q1,Manica,Barue,omMGWeMjO27,HD Catandica,qiBueINJbti,Catandica HD,105.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200530,2023Q1,Manica,Barue,XOhxRL9w3Jt,CS Honde,wgqFTVU7Iky,Honde CS,15.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200548,2023Q1,Manica,Barue,rsZpZwTAPq1,CS Cruzamento de Macossa,DVF2BNdSzV9,Cruz de Macossa CS,22.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200524,2023Q1,Manica,Barue,xpFEJzy6IXt,CS Nhampassa,VSHfWQyhzUu,Nhampassa CS,31.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,201647,2023Q1,Tete,Cahora Bassa,IMtx8G5tq4u,HR Songo,o3nzTkLC1Pl,Songo HR,26.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200023,2023Q1,Tete,Cahora Bassa,e8wv3acHddB,CS Chitima,KCPICjUZcE4,Chitima CS,55.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200533,2023Q1,Manica,Guro,wdaQR3Yk6ji,CS Mandie,z8MwD6T43n2,Mandie CS,78.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200552,2023Q1,Manica,Guro,X8TLq4JNXju,CS Guro-Sede,VsFXXXagVmp,Guro - Sede CS,93.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200459,2023Q1,Tete,Macanga,RRFBArNZQqU,CS Furancungo,yVFdJkYsLK5,Furancungo CS,31.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200452,2023Q1,Tete,Chiuta,cngCCowWdet,CS Manje,hWWRAoV26mI,Manje CS,27.0
MER Results: Facility Based,"TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus): Receiving ART","TX_CURR (N, DSD, Age/Sex/ARVDispense/HIVStatus)",TX_CURR_N_DSD_Age_Sex_ARVDispense_HIVStatus,"echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",TjPwm5FAwoE,Number of adults and children currently receiving antiretroviral therapy (ART),"<15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive",FujzW8ejTb6,FujzW8ejTb6,200532,2023Q1,Manica,Vanduzi,goKXBs7N5B8,CS IAC,yIcfnuZhejK,IAC CS,30.0
